,Category,Content
462,spam,save money on wedding lingerie at www bridal petticoatdreams co uk choose from a superb selection with national delivery  brought to you by weddingfriend
463,spam,not heard from u4 a while  call me now am here all night with just my knickers on  make me beg for it like u did last time 01223585236 xx luv nikiyu4 net
464,spam,bloomberg  message center  447797706009 why wait  apply for your future http   careers  bloomberg com
465,spam,urgent  we are trying to contact u  todays draw shows that you have won a  800 prize guaranteed  call 09050001808 from land line  claim m95  valid12hrs only
466,spam,do you want a new video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
467,spam,you are being contacted by our dating service by someone you know  to find out who it is  call from a land line 09050000878  pobox45w2tg150p
468,spam,wan2 win a meet greet with westlife 4 u or a m8  they are currently on what tour  1 unbreakable  2 untamed  3 unkempt  text 1 2 or 3 to 83049  cost 50p  std text
469,spam,dorothy kiefer com  bank of granite issues strong buy  explosive pick for our members      up over 300              nasdaq symbol cdgt that is a  5 00 per  
470,spam,you are a  1000 winner or guaranteed caller prize  this is our final attempt to contact you  to claim call 09071517866 now  150ppmpobox10183bhamb64xe
471,spam,xmas   new years eve tickets are now on sale from the club  during the day from 10am till 8pm  and on thurs  fri   sat night this week  they re selling fast 
472,spam,rock yr chik  get 100 s of filthy films  xxx pics on yr phone now  rply filth to 69669  saristar ltd  e14 9yt 08701752560  450p per 5 days  stop2 cancel
473,spam,from next month get upto 50  more calls 4 ur standard network charge 2 activate call 9061100010 c wire3 net 1st4terms pobox84 m26 3uz cost  1 50 min mobcudb more
474,spam,urgent  we are trying to contact u todays draw shows that you have won a  800 prize guaranteed  call 09050000460 from land line  claim j89  po box245c2150pm
475,spam,text banneduk to 89555 to see  cost 150p textoperator g696ga 18  xxx
476,spam,auction round 4  the highest bid is now  54  next maximum bid is  71  to bid  send bids e  g  10  to bid  10  to 83383  good luck 
477,spam,collect your valentine s weekend to paris inc flight   hotel    200 prize guaranteed  text  paris to no  69101  www rtf sphosting com
478,spam,customer loyalty offer the new nokia6650 mobile from only  10 at txtauction  txt word  start to no  81151   get yours now  4t ctxt tc 150p mtmsg
479,spam,you won t believe it but it s true  it s incredible txts  reply g now to learn truly amazing things that will blow your mind  from o2fwd only 18p txt
480,spam,hi 07734396839 ibh customer loyalty offer  the new nokia6600 mobile from only  10 at txtauction txt word start to no 81151   get yours now 4t 
481,spam,i am hot n horny and willing i live local to you   text a reply to hear strt back from me 150p per msg netcollex ltdhelpdesk  02085076972 reply stop to end
482,spam,do you want a new nokia 3510i colour phone delivered tomorrow  with 200 free minutes to any mobile   100 free text   free camcorder reply or call 08000930705
483,spam,congratulations you ve won  you re a winner in our august  1000 prize draw  call 09066660100 now  prize code 2309 
484,spam,8007 25p 4 alfie moon s children in need song on ur mob  tell ur m8s  txt tone charity to 8007 for nokias or poly charity for polys  zed 08701417012 profit 2 charity 
485,spam,get the official england poly ringtone or colour flag on yer mobile for tonights game  text tone or flag to 84199  optout txt eng stop box39822 w111wx  1 50
486,spam,customer service announcement  we recently tried to make a delivery to you but were unable to do so  please call 07090298926 to re schedule  ref 9307622
487,spam,you can stop further club tones by replying  stop mix   see my tone com enjoy  html for terms  club tones cost gbp4 50 week  mfl
488,spam,wamma get laid want real doggin locations sent direct to your mobile  join the uks largest dogging network  txt dogs to 69696 now nyt  ec2a  3lp  1 50 msg 
489,spam,you have won a nokia 7250i  this is what you get when you win our free auction  to take part send nokia to 86021 now  hg suite342 2lands row w1jhl 16 
490,spam,promotion number  8714714   ur awarded a city break and could win a  200 summer shopping spree every wk  txt store to 88039   skilgme  tscs087147403231winawk age16  1 50perwksub
491,spam,you are a winner you have been specially selected to receive  1000 cash or a  2000 award  speak to a live operator to claim call 087147123779am 7pm  cost 10p
492,spam,free top ringtone  sub to weekly ringtone get 1st week free send subpoly to 81618  3 per week stop sms 08718727870
493,spam,thanks for your ringtone order  reference number x49  your mobile will be charged 4 50  should your tone not arrive please call customer services 09065989182  from   colour red text  colour txtstar
494,spam,hi there  2nights ur lucky night  uve been invited 2 xchat  the uks wildest chat  txt chat to 86688 now  150p msgrcvdhg suite342 2lands row w1j6hl ldn 18yrs
495,spam,2 2 146tf150p
496,spam,dear voucher holder 2 claim your 1st class airport lounge passes when using your holiday voucher call 08704439680  when booking quote 1st class x 2
497,spam,bloomberg  message center  447797706009 why wait  apply for your future http   careers  bloomberg com
498,spam,yes  the only place in town to meet exciting adult singles is now in the uk  txt chat to 86688 now  150p msg 
499,spam,free for 1st week  no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www getzed co uk pobox 36504 w45wq norm150p tone 16 
500,spam,someone u know has asked our dating service 2 contact you  cant guess who  call 09058095107 now all will be revealed  pobox 7  s3xy 150p 
501,spam,mila  age23  blonde  new in uk  i look sex with uk guys  if u like fun with me  text mtalk to 69866 18   30pp txt 1st 5free   1 50 increments  help08718728876
502,spam,claim a 200 shopping spree  just call 08717895698 now  have you won  mobstorequiz10ppm
503,spam,want to funk up ur fone with a weekly new tone reply tones2u 2 this text  www ringtones co uk  the original n best  tones 3gbp network operator rates apply
504,spam,twinks  bears  scallies  skins and jocks are calling now  don t miss the weekend s fun  call 08712466669 at 10p min  2 stop texts call 08712460324 nat rate 
505,spam,we tried to contact you re your reply to our offer of a video handset  750 anytime any networks mins  unlimited text  camcorder  reply or call 08000930705 now
506,spam,urgent  we are trying to contact you  last weekends draw shows that you have won a  900 prize guaranteed  call 09061701851  claim code k61  valid 12hours only
507,spam,74355 xmas iscoming   ur awarded either  500 cd gift vouchers   free entry 2 r  100 weekly draw txt music to 87066 tnc
508,spam,congratulations u can claim 2 vip row a tickets 2 c blu in concert in november or blu gift guaranteed call 09061104276 to claim ts cs www smsco net cost 3 75max 
509,spam,fantasy football is back on your tv  go to sky gamestar on sky active and play  250k dream team  scoring starts on saturday  so register now sky opt out to 88088
510,spam,free msg  single  find a partner in your area  1000s of real people are waiting to chat now send chat to 62220cncl send stopcs 08717890890 1 50 per msg
511,spam,win the newest   harry potter and the order of the phoenix  book 5  reply harry  answer 5 questions   chance to be the first among readers 
512,spam,free msg  ringtone from  http   tms  widelive com index  wml id 1b6a5ecef91ff9 37819 first true18 0430 jul 05
513,spam,oh my god  i ve found your number again  i m so glad  text me back xafter this msgs cst std ntwk chg  1 50
514,spam,a link to your picture has been sent  you can also use http   alto18 co uk wave wave asp o 44345
515,spam,double mins   1000 txts on orange tariffs  latest motorola  sonyericsson   nokia with bluetooth free  call mobileupd8 on 08000839402 or call2optout hf8
516,spam,urgent this is our 2nd attempt to contact u  your  900 prize from yesterday is still awaiting collection  to claim call now 09061702893  acl03530150pm
517,spam,dear dave this is your final notice to collect your 4  tenerife holiday or  5000 cash award  call 09061743806 from landline  tcs sae box326 cw25wx 150ppm
518,spam,tells u 2 call 09066358152 to claim  5000 prize  u have 2 enter all ur mobile   personal details   the prompts  careful 
519,spam,your 2004 account for 07xxxxxxxxx shows 786 unredeemed points  to claim call 08719181259 identifier code  xxxxx expires 26 03 05
520,spam,do you want a new video handset  750 anytime any network mins  half price line rental  camcorder  reply or call 08000930705 for delivery tomorrow
521,spam,you have an important customer service announcement  call freephone 0800 542 0825 now 
522,spam,free ringtone  reply real or poly eg real1 1  pushbutton 2  dontcha 3  babygoodbye 4  golddigger 5  webeburnin 1st tone free and 6 more when u join for  3 wk
523,spam,free msg  get gnarls barkleys  crazy   ringtone totally free just reply go to this message right now  
524,spam,refused a loan  secured or unsecured  can t get credit  call free now 0800 195 6669 or text back  help    we will 
525,spam,you have been specially selected to receive a  3000 award  call 08712402050 before the lines close  cost 10ppm  16   t cs apply  ag promo 
526,spam,you have won  as a valued vodafone customer our computer has picked you to win a  150 prize  to collect is easy  just call 09061743386
527,spam,free video camera phones with half price line rental for 12 mths and 500 cross ntwk mins 100 txts  call mobileupd8 08001950382 or call2optout 674 
528,spam,great new offer   double mins   double txt on best orange tariffs and get latest camera phones 4 free  call mobileupd8 free on 08000839402 now  or 2stoptxt t cs
529,spam,ringtoneking 84484
530,spam,ringtone club  gr8 new polys direct to your mobile every week  
531,spam, bank of granite issues strong buy  explosive pick for our members      up over 300              nasdaq symbol cdgt that is a  5 00 per  
532,spam,bored housewives  chat n date now  0871750 77 11  bt national rate 10p min only from landlines 
533,spam,we tried to call you re your reply to our sms for a video mobile 750 mins unlimited text free camcorder reply or call now 08000930705 del thurs
534,spam,this is the 2nd time we have tried to contact u  u have won the  400 prize  2 claim is easy  just call 087104711148 now  only 10p per minute  bt national rate
535,spam,wan2 win a meet greet with westlife 4 u or a m8  they are currently on what tour  1 unbreakable  2 untamed  3 unkempt  text 1 2 or 3 to 83049  cost 50p  std text
536,spam,please call our customer service representative on freephone 0808 145 4742 between 9am 11pm as you have won a guaranteed  1000 cash or  5000 prize 
537,spam,you will be receiving this week s triple echo ringtone shortly  enjoy it 
538,spam,u ve been selected to stay in 1 of 250 top british hotels   for nothing  holiday valued at  350  dial 08712300220 to claim   national rate call  bx526  sw73ss
539,spam,you are chosen to receive a  350 award  pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer 
540,spam,please call our customer service representative on freephone 0808 145 4742 between 9am 11pm as you have won a guaranteed  1000 cash or  5000 prize 
541,spam,win a  1000 cash prize or a prize worth  5000
542,spam,thanks for your ringtone order  reference number x49 your mobile will be charged 4 50  should your tone not arrive please call customer services 09065989182
543,spam,moby pub quiz win a  100 high street prize if u know who the new duchess of cornwall will be  txt her first name to 82277 unsub stop  1 50 008704050406 sp
544,spam,this weeks savamob member offers are now accessible  just call 08709501522 for details  savamob  pobox 139  la3 2wu  only  1 50 week  savamob   offers mobile 
545,spam,you are being contacted by our dating service by someone you know  to find out who it is  call from your mobile or landline 09064017305 pobox75ldns7 
546,spam,tbs persolvo  been chasing us since sept for 38 definitely not paying now thanks to your information  we will ignore them  kath  manchester 
547,spam,loans for any purpose even if you have bad credit  tenants welcome  call noworriesloans com on 08717111821
548,spam,87077  kick off a new season with 2wks free goals   news to ur mobile  txt ur club name to 87077 eg villa to 87077
549,spam,orange brings you ringtones from all time chart heroes  with a free hit each week  go to ringtones   pics on wap  to stop receiving these tips reply stop 
550,spam,private  your 2003 account statement for 07973788240 shows 800 un redeemed s  i  m  points  call 08715203649 identifier code  40533 expires 31 10 04
551,spam,we tried to call you re your reply to our sms for a video mobile 750 mins unlimited text   free camcorder reply of call 08000930705 now
552,spam,gsoh  good with spam the ladies u could b a male gigolo  2 join the uk s fastest growing mens club reply oncall  mjzgroup  08714342399 2stop reply stop  msg  1 50rcvd
553,spam,u have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on 09058094599
554,spam,hot live fantasies call now 08707500020 just 20p per min ntt ltd  po box 1327 croydon cr9 5wb 0870 is a national rate call
555,spam,urgent  your mobile number has been awarded a  ukp 2000 prize guaranteed  call 09061790125 from landline  claim 3030  valid 12hrs only 150ppm
556,spam,spjanuary male sale  hot gay chat now cheaper  call 08709222922  national rate from 1 5p min cheap to 7 8p min peak  to stop texts call 08712460324  10p min 
557,spam,freemsg today s the day if you are ready  i m horny   live in your town  i love sex fun   games  netcollex ltd 08700621170150p per msg reply stop to end
558,spam,in the simpsons movie released in july 2007 name the band that died at the start of the film  a green day  b blue day  c red day   send a  b or c 
559,spam,please call amanda with regard to renewing or upgrading your current t mobile handset free of charge  offer ends today  tel 0845 021 3680 subject to t s and c s
560,spam,urgent   your 4  costa del sol holiday or  5000 await collection  call 09050090044 now toclaim  sae  tc s  pobox334  stockport  sk38xh  cost 1 50 pm  max10mins
561,spam,want a new video phone  750 anytime any network mins  half price line rental free text for 3 months  reply or call 08000930705 for free delivery
562,spam,had your mobile 11 months or more  u r entitled to update to the latest colour mobiles with camera for free  call the mobile update co free on 08002986030
563,spam,dear voucher holder  to claim this weeks offer  at your pc please go to http   www wtlp co uk text  ts cs apply 
564,spam,congrats  nokia 3650 video camera phone is your call 09066382422 calls cost 150ppm ave call 3mins vary from mobiles 16  close 300603 post bcm4284 ldn wc1n3xx
565,spam,urgent  please call 0906346330  your abta complimentary 4  spanish holiday or  10 000 cash await collection sae t cs box 47 po19 2ez 150ppm 18 
566,spam,double mins and txts 4 6months free bluetooth on orange  available on sony  nokia motorola phones  call mobileupd8 on 08000839402 or call2optout n9dx
567,spam,free for 1st week  no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www getzed co uk pobox 36504 w45wq norm150p tone 16 
568,spam,want to funk up ur fone with a weekly new tone reply tones2u 2 this text  www ringtones co uk  the original n best  tones 3gbp network operator rates apply
569,spam,cmon babe  make me horny   turn  me on  txt me your fantasy now babe    im hot  sticky and need you now  all replies cost  1 50  2 cancel send stop
570,spam,important information 4 orange user 0796xxxxxx  today is ur lucky day 2 find out why log onto http   www urawinner com there s a fantastic prizeawaiting you 
571,spam,missed call alert  these numbers called but left no message  07008009200
572,spam,freemsg  our records indicate you may be entitled to 3750 pounds for the accident you had  to claim for free reply with yes to this msg  to opt out text stop
573,spam,u can win  100 of music gift vouchers every week starting now txt the word draw to 87066 tscs www idew com skillgame  1winaweek  age16  150ppermesssubscription
574,spam,show ur colours  euro 2004 2 4 1 offer  get an england flag   3lions tone on ur phone  click on the following service message for info 
575,spam,text pass to 69669 to collect your polyphonic ringtones  normal gprs charges apply only  enjoy your tones
576,spam,accordingly  i repeat  just text the word ok on your mobile phone and send
577,spam,block breaker now comes in deluxe format with new features and great graphics from t mobile  buy for just  5 by replying get bbdeluxe and take the challenge
578,spam,important information 4 orange user   today is your lucky day 2find out why log onto http   www urawinner com there s a fantastic surprise awaiting you 
579,spam,natalja  25 f  is inviting you to be her friend  reply yes 440 or no 440 see her  www sms ac u nat27081980 stop  send stop frnd to 62468
580,spam,urgent  important information for 02 user  today is your lucky day  2 find out why   log onto http   www urawinner com there is a fantastic surprise awaiting you  
581,spam,winner   as a valued network customer you have been selected to receivea  900 prize reward  to claim call 09061701461  claim code kl341  valid 12 hours only 
582,spam,kit strip   you have been billed 150p  netcollex ltd  po box 1013 ig11 oja
583,spam,hmv bonus special 500 pounds of genuine hmv vouchers to be won  just answer 4 easy questions  play now  send hmv to 86688 more info www 100percent real com
584,spam,please call 08712402578 immediately as there is an urgent message waiting for you
585,spam,thesmszone com lets you send free anonymous and masked messages  im sending this message from there  do you see the potential for abuse   
586,spam,well done  your 4  costa del sol holiday or  5000 await collection  call 09050090044 now toclaim  sae  tcs  pobox334  stockport  sk38xh  cost 1 50 pm  max10mins
587,spam,someone u know has asked our dating service 2 contact you  cant guess who  call 09058091854 now all will be revealed  po box385 m6 6wu
588,spam,congrats  2 mobile 3g videophones r yours  call 09061744553 now  videochat wid ur mates  play java games  dload polyh music  noline rentl  bx420  ip4  5we  150pm
589,spam,u 447801259231 have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on 09058094597
590,spam,important information 4 orange user 0789xxxxxxx  today is your lucky day 2find out why log onto http   www urawinner com there s a fantastic surprise awaiting you 
591,spam,our dating service has been asked 2 contact u by someone shy  call 09058091870 now all will be revealed  pobox84  m26 3uz 150p
592,spam,do you want a new video handset  750 any time any network mins  unlimited text  camcorder  reply or call now 08000930705 for del sat am
593,spam,ur balance is now  600  next question  complete the landmark  big  a  bob  b  barry or c  ben    text a  b or c to 83738  good luck 
594,spam,ur tonexs subscription has been renewed and you have been charged  4 50  you can choose 10 more polys this month  www clubzed co uk  billing msg 
595,spam,if you don t  your prize will go to another customer  t c at www t c biz 18  150p min polo ltd suite 373 london w1j 6hl please call back if busy
596,spam,do you want a new nokia 3510i colour phone delivered tomorrow  with 200 free minutes to any mobile   100 free text   free camcorder reply or call 8000930705
597,spam,recpt 1 3  you have ordered a ringtone  your order is being processed   
598,spam,as one of our registered subscribers u can enter the draw 4 a 100 g b  gift voucher by replying with enter  to unsubscribe text stop
599,spam,for your chance to win a free bluetooth headset then simply reply back with  adp   
600,spam,don t b floppy    b snappy   happy  only gay chat service with photo upload call 08718730666  10p min   2 stop our texts call 08712460324
601,spam,urgent ur awarded a complimentary trip to eurodisinc trav  aco entry41 or  1000  to claim txt dis to 87121 18 6  1 50 morefrmmob  shracomorsglsuplt 10  ls1 3aj
602,spam,welcome to uk mobile date this msg is free giving you free calling to 08719839835  future mgs billed at 150p daily  to cancel send  go stop   to 89123 
603,spam,3  you have received your mobile content  enjoy
604,spam,want explicit sex in 30 secs  ring 02073162414 now  costs 20p min
605,spam,latest nokia mobile or ipod mp3 player   400 proze guaranteed  reply with  win to 83355 now  norcorp ltd  1 50 mtmsgrcvd18 
606,spam,sms services  for your inclusive text credits  pls goto www comuk net login  3qxj9 unsubscribe with stop  no extra charge  help 08702840625 comuk  220 cm2 9ae
607,spam,mobile club  choose any of the top quality items for your mobile  7cfca1a
608,spam,money i have won wining number 946 wot do i do next
609,spam,congrats  2 mobile 3g videophones r yours  call 09061744553 now  videochat wid ur mates  play java games  dload polyh music  noline rentl  bx420  ip4  5we  150pm
610,spam,i want some cock  my hubby s away  i need a real man 2 satisfy me  txt wife to 89938 for no strings action   txt stop 2 end  txt rec  1 50ea  otbox 731 la1 7ws   
611,spam,gr8 new service   live sex video chat on your mob   see the sexiest dirtiest girls live on ur phone   4 details text horny to 89070 to cancel send stop to 89070
612,spam,freemsg hi baby wow just got a new cam moby  wanna c a hot pic  or fancy a chat im w8in 4utxt   rply chat to 82242 hlp 08712317606 msg150p 2rcv
613,spam,wanna have a laugh  try chit chat on your mobile now  logon by txting the word  chat and send it to no  8883 cm po box 4217 london w1a 6zf 16  118p msg rcvd
614,spam, urgent  this is the 2nd attempt to contact u u have won  1000call 09071512432 b4 300603t csbcm4235wc1n3xx callcost150ppmmobilesvary  max 7  50   
615,spam,congratulations ur awarded 500 of cd vouchers or 125gift guaranteed   free entry 2 100 wkly draw txt music to 87066
616,spam,had your contract mobile 11 mnths  latest motorola  nokia etc  all free  double mins   text on orange tariffs  text yes for callback  no to remove from records
617,spam,urgent  call 09066350750 from your landline  your complimentary 4  ibiza holiday or 10 000 cash await collection sae t cs po box 434 sk3 8wp 150 ppm 18 
618,spam,for ur chance to win a  250 wkly shopping spree txt  shop to 80878  t s c s www txt 2 shop com custcare 08715705022  1x150p wk
619,spam,u have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on 09065171142 stopsms 08718727870150ppm
620,spam,mila  age23  blonde  new in uk  i look sex with uk guys  if u like fun with me  text mtalk to 69866 18   30pp txt 1st 5free   1 50 increments  help08718728876
621,spam,well done england  get the official poly ringtone or colour flag on yer mobile  text tone or flag to 84199 now  opt out txt eng stop  box39822 w111wx  1 50
622,spam,freemsg  txt  call to no  86888   claim your reward of 3 hours talk time to use from your phone now  subscribe6gbp mnth inc 3hrs 16 stop txtstop
623,spam,sunshine quiz  win a super sony dvd recorder if you canname the capital of australia  text mquiz to 82277  b
624,spam,please call our customer service representative on 0800 169 6031 between 10am 9pm as you have won a guaranteed  1000 cash or  5000 prize 
625,spam,todays voda numbers ending with 7634 are selected to receive a  350 reward  if you have a match please call 08712300220 quoting claim code 7684 standard rates apply 
626,spam,you are being ripped off  get your mobile content from www clubmoby com call 08717509990 poly true pix ringtones games six downloads for only 3
627,spam,we tried to contact you re your reply to our offer of a video phone 750 anytime any network mins half price line rental camcorder reply or call 08000930705
628,spam,a  400 xmas reward is waiting for you  our computer has randomly picked you from our loyal mobile customers to receive a  400 reward  just call 09066380611 
629,spam,private  your 2003 account statement for shows 800 un redeemed s  i  m  points  call 08718738002 identifier code  48922 expires 21 11 04
630,spam,customer service announcement  we recently tried to make a delivery to you but were unable to do so  please call 07099833605 to re schedule  ref 9280114
631,spam,hi babe its chloe  how r u  i was smashed on saturday night  it was great  how was your weekend  u been missing me  sp visionsms com text stop to stop 150p text
632,spam,urgent  your mobile no 07808726822 was awarded a  2 000 bonus caller prize on 02 09 03  this is our 2nd attempt to contact you  call 0871 872 9758 box95qu
633,spam,win  we have a winner  mr  t  foley won an ipod  more exciting prizes soon  so keep an eye on ur mobile or visit www win 82050 co uk
634,spam,free game  get rayman golf 4 free from the o2 games arcade  1st get ur games settings  reply post  then save   activ8  press 0 key for arcade  termsapply
635,spam,had your mobile 10 mths  update to the latest camera video phones for free  keep ur same number  get extra free mins texts  text yes for a call
636,spam,buy space invaders 4 a chance 2 win orig arcade game console  press 0 for games arcade  std wap charge  see o2 co uk games 4 terms   settings  no purchase
637,spam,camera   you are awarded a sipix digital camera  call 09061221066 fromm landline  delivery within 28 days 
638,spam,your weekly cool mob tones are ready to download  this weeks new tones include  1  crazy frog axel f    2  akon lonely    3  black eyed dont p    more info in n
639,spam,cashbin co uk  get lots of cash this weekend   www cashbin co uk dear welcome to the weekend we have got our biggest and best ever cash give away   these  
640,spam,urgent  your mobile number has been awarded with a  2000 prize guaranteed  call 09061790121 from land line  claim 3030  valid 12hrs only 150ppm
641,spam,thanks 4 your continued support your question this week will enter u in2 our draw 4  100 cash  name the new us president  txt ans to 80082
642,spam,your unique user id is 1172  for removal send stop to 87239 customer services 08708034412
643,spam,urgent  call 09066649731from landline  your complimentary 4  ibiza holiday or  10 000 cash await collection sae t cs po box 434 sk3 8wp 150ppm 18 
644,spam,urgent this is our 2nd attempt to contact u  your  900 prize from yesterday is still awaiting collection  to claim call now 09061702893
645,spam,santa calling  would your little ones like a call from santa xmas eve  call 09077818151 to book you time  calls1 50ppm last 3mins 30s t c www santacalling com
646,spam,private  your 2004 account statement for 078498    7 shows 786 unredeemed bonus points  to claim call 08719180219 identifier code  45239 expires 06 05 05
647,spam,check out choose your babe videos   sms shsex netun fgkslpopw fgkslpo
648,spam,u r a winner u ave been specially selected 2 receive  1000 cash or a 4  holiday  flights inc  speak to a live operator 2 claim 0871277810710p min  18  
649,spam,new mobiles from 2004  must go  txt  nokia to no  89545   collect yours today  from only  1  www 4 tc biz 2optout 087187262701 50gbp mtmsg18 txtauction 
650,spam,private  your 2003 account statement for shows 800 un redeemed s  i  m  points  call 08715203652 identifier code  42810 expires 29 10 0
651,spam,you have won  as a valued vodafone customer our computer has picked you to win a  150 prize  to collect is easy  just call 09061743386 
652,spam,  free message  thanks for using the auction subscription service  18   150p msgrcvd 2 skip an auction txt out  2 unsubscribe txt stop customercare 08718726270
653,spam,bored housewives  chat n date now  0871750 77 11  bt national rate 10p min only from landlines 
654,spam,lyricalladie 21 f  is inviting you to be her friend  reply yes 910 or no 910  see her  www sms ac u hmmross stop  send stop frnd to 62468
655,spam,no 1 polyphonic tone 4 ur mob every week  just txt pt2 to 87575  1st tone free   so get txtin now and tell ur friends  150p tone  16 reply hl 4info
656,spam,todays vodafone numbers ending with 4882 are selected to a receive a  350 award  if your number matches call 09064019014 to receive your  350 award 
657,spam,want the latest video handset  750 anytime any network mins  half price line rental  reply or call 08000930705 for delivery tomorrow
658,spam,ou are guaranteed the latest nokia phone  a 40gb ipod mp3 player or a  500 prize  txt word  collect to no  83355  ibhltd ldnw15h 150p mtmsgrcvd18
659,spam,  free  polyphonic ringtone text super to 87131 to get your free poly tone of the week now  16 sn pobox202 nr31 7zs subscription 450pw
660,spam,warner village 83118 c colin farrell in swat this wkend  warner village   get 1 free med  popcorn just show msg ticket kiosk valid 4 7 12  c t c  kiosk  reply sony 4 mre film offers
661,spam,goal  arsenal 4  henry  7 v liverpool 2 henry scores with a simple shot from 6 yards from a pass by bergkamp to give arsenal a 2 goal margin after 78 mins 
662,spam,this is the 2nd time we have tried 2 contact u  u have won the 750 pound prize  2 claim is easy  call 08712101358 now  only 10p per min  bt national rate
663,spam,got what it takes 2 take part in the wrc rally in oz  u can with lucozade energy  text rally le to 61200  25p   see packs or lucozade co uk wrc   itcould be u 
664,spam,hi  the sexychat girls are waiting for you to text them  text now for a great night chatting  send stop to stop this service
665,spam,great news  call freefone 08006344447 to claim your guaranteed  1000 cash or  2000 gift  speak to a live operator now 
666,spam,hi this is amy  we will be sending you a free phone number in a couple of days  which will give you an access to all the adult parties   
667,spam,welcome to select  an o2 service with added benefits  you can now call our specially trained advisors free from your mobile by dialling 402 
668,spam,dear voucher holder have your next meal on us  use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp   www vouch4me com etlp dining asp
669,spam,urgent  we are trying to contact u  todays draw shows that you have won a  2000 prize guaranteed  call 09058094507 from land line  claim 3030  valid 12hrs only
670,spam,you can donate  2 50 to unicef s asian tsunami disaster support fund by texting donate to 864233   2 50 will be added to your next bill
671,spam,goldviking  29 m  is inviting you to be his friend  reply yes 762 or no 762 see him  www sms ac u goldviking stop  send stop frnd to 62468
672,spam,phony  350 award   todays voda numbers ending xxxx are selected to receive a  350 award  if you have a match please call 08712300220 quoting claim code 3100 standard rates app
673,spam,cds 4u  congratulations ur awarded  500 of cd gift vouchers or  125 gift guaranteed   freeentry 2  100 wkly draw xt music to 87066 tncs www ldew com1win150ppmx3age16 
674,spam,you have won a guaranteed  1000 cash or a  2000 prize  to claim yr prize call our customer service representative on 08714712412 between 10am 7pm cost 10p
675,spam,dear 0776xxxxxxx u ve been invited to xchat  this is our final attempt to contact u  txt chat to 86688 150p msgrcvdhg suite342 2lands row w1j6hl ldn 18yrs
676,spam,ur cash balance is currently 500 pounds   to maximize ur cash in now send go to 86688 only 150p meg  cc  08718720201 hg suite342 2lands row w1j6hl
677,spam,private  your 2003 account statement for shows 800 un redeemed s i m  points  call 08715203685 identifier code 4xx26 expires 13 10 04
678,spam,i d like to tell you my deepest darkest fantasies  call me 09094646631 just 60p min  to stop texts call 08712460324  nat rate 
679,spam,you won t believe it but it s true  it s incredible txts  reply g now to learn truly amazing things that will blow your mind  from o2fwd only 18p txt
680,spam,natalie  20 f  is inviting you to be her friend  reply yes 165 or no 165 see her  www sms ac u natalie2k9 stop  send stop frnd to 62468
681,spam,jamster  to get your free wallpaper text heart to 88888 now  t c apply  16 only  need help  call 08701213186 
682,spam,double mins   double txt   1 2 price linerental on latest orange bluetooth mobiles  call mobileupd8 for the very latest offers  08000839402 or call2optout lf56
683,spam,free video camera phones with half price line rental for 12 mths and 500 cross ntwk mins 100 txts  call mobileupd8 08001950382 or call2optout 674
684,spam,83039 62735  450 uk break accommodationvouchers terms   conditions apply  2 claim you mustprovide your claim number which is 15541 
685,spam,5p 4 alfie moon s children in need song on ur mob  tell ur m8s  txt tone charity to 8007 for nokias or poly charity for polys  zed 08701417012 profit 2 charity 
686,spam,win a  200 shopping spree every week starting now  2 play text store to 88039  skilgme  tscs08714740323 1winawk  age16  1 50perweeksub 
687,spam,this is the 2nd attempt to contract u  you have won this weeks top prize of either  1000 cash or  200 prize  just call 09066361921
688,spam,do you want a new nokia 3510i colour phone deliveredtomorrow  with 300 free minutes to any mobile   100 free texts   free camcorder reply or call 08000930705 
689,spam,themob hit the link to get a premium pink panther game  the new no  1 from sugababes  a crazy zebra animation or a badass hoody wallpaper all 4 free 
690,spam,this msg is for your mobile content order it has been resent as previous attempt failed due to network error queries to customersqueries netvision uk com
691,spam,you have 1 new message  please call 08715205273
692,spam,december only  had your mobile 11mths   you are entitled to update to the latest colour camera mobile for free  call the mobile update vco free on 08002986906 
693,spam,get 3 lions england tone  reply lionm 4 mono or lionp 4 poly  4 more go 2 www ringtones co uk  the original n best  tones 3gbp network operator rates apply 
694,spam,private  your 2003 account statement for 078
695,spam,you ve won  your 4  costa del sol holiday or  5000 await collection  call 09050090044 now toclaim  sae  tc s  pobox334  stockport  sk38xh  cost 1 50 pm  max10mins
696,spam,free for 1st week  no1 nokia tone 4 ur mobile every week just txt nokia to 8077 get txting and tell ur mates  www getzed co uk pobox 36504 w45wq 16  norm150p tone
697,spam,get your garden ready for summer with a free selection of summer bulbs and seeds worth  33 50 only with the scotsman this saturday  to stop go2 notxt co uk
